species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtG24_ProtG18_0, 0.015, 0, 0.587, 0.031, 0.015, 0, 0.015, 0.014, 0.005
Node_ProtG25_ProtG9_0, 1.001, 0.002, 0.285, 0.277, 0.833, 0, 1.001, 0.773, 0.226
Node_ProtG29_ProtG76_0, 0.003, 0, 0.006, 0.002, 0.003, 0, 0.003, 0.001, 0.003
Node_ProtG30_ProtG19_0, 0.003, 0, 0.01, 0.015, 0.003, 0, 0.003, 0.001, 0.008
Node_ProtG30_ProtG31_0, 1.477, 0.305, 0.01, 0.209, 0.999, 0, 1.477, 0.892, 0.072
Node_ProtG30_ProtG34_0, 1.249, 0.007, 0.244, 0.301, 0.982, 0, 1.249, 1.233, 0.009
Node_ProtG30_ProtG35_0, 1.124, 0.009, 0.151, 0.282, 0.961, 0, 1.124, 1.097, 0.017
Node_ProtG30_ProtG39_0, 0.005, 0, 0.008, 0.005, 0.005, 0, 0.005, 0.005, 0.004
Node_ProtG30_ProtG42_0, 1.086, 0.075, 0.04, 0.221, 0.995, 0, 1.086, 0.935, 0.01
Node_ProtG30_ProtG49_0, 0.069, 0, 0.317, 0.095, 0.069, 0, 0.069, 0.067, 0.004
Node_ProtG30_ProtG50_0, 1.11, 0.027, 0.018, 0.119, 0.994, 0, 1.11, 1.047, 0.015
Node_ProtG30_ProtG64_0, 0.009, 0, 0.018, 0.01, 0.009, 0, 0.009, 0.006, 0.003
Node_ProtG30_ProtG71_0, 1.011, 0, 1.021, 0.017, 1, 0, 1.011, 0.965, 0.048
Node_ProtG30_ProtG80_0, 1.014, 0.014, 0.012, 0.012, 1, 0, 1.014, 0.987, 0.001
Node_ProtG30_ProtG84_0, 0.382, 0.001, 0.752, 0.184, 0.328, 0, 0.382, 0.374, 0.009
Node_ProtG30_ProtG85_0, 1.041, 0.058, 0.035, 1.197, 1, 0, 1.041, 0.943, 0.004
Node_ProtG30_ProtG87_0, 0.024, 0, 0.05, 0.023, 0.024, 0, 0.024, 0.019, 0.005
